,content
63,"with all the bad press recently, this is a slight gasp of fresh air: pembahasan Waras dosen pidana UGM @fatahillah_law tentang RUU P̵a̵r̵t̵a̵i̵ Penghapusan Kekerasan Seksual https://t.co/ymDm9brP9a"
64,"@heyshavv @MarnoMbois @nova_raditya Di ugm banyak yg jualan bgitu, deket bunderan teknik jg ada sm deket kehutanan. Tapi blom sempet ngobrol2."
65,"@DesyanaGhafar @gandhiansyari @MarnoMbois @JogjaUpdate Iyaa, tapi ga sampe masuk portal ugm kayaknya"
66,"@nova_raditya @gandhiansyari @MarnoMbois @JogjaUpdate Yg lembah UGM sepanjang jalan sunmor itu kah mas?
Dari ugm sampe tembus FT uny?"
67,@JogjaUpdate Ugm kok belum ini
68,"Lanjut ketemu anak baru beda bbrp bulan category C
🐝 : kenalin nama sy lebah blablabla dulu kuliah dimana?
👦 : kuliah di Undip (gue lupa undip apa UGM)
🐝 : ohh.. IPK nya berapa?
👦 : saya lulusan terbaik di kampus
🐝 : 😶 *diam seribu bahasa

Alhasil jd viral bbrp hari kmudian"
69,"Hadiri dan ikutilah Tahsinul Qur'an 📖
Pembicara:
Dr. Muhammad Nur, https://t.co/xhgrlOigH1.
(Juri MTQ Nasional)
yang InsyaAllah akan diselenggarakan
📆 Setiap sabtu
⏰ 15.45-17.45
📌 Segi 8 Masjid Kampus UGM
Pendaftaran : Tahsin maskam_Nama_instansi kirim ke 085-728-301740 Abyan https://t.co/LTqe5ReQeD"
70,@nabilafitzz @UGMYogyakarta Terima kasoh sudah seyakin ituuu❤
71,@irfansurnata GSP wes mlebu Sleman. Jogja Utara batese sakdurunge halte Kopma Vokasi karo bunderan UGM
72,@tanya2rl Ugm undip bismillah
73,"Jadi acara ini awal nya tgl 6-7 april kan. Terus karena ugm tanggal segitu uas, dan kebetulan sekjen acara ini dari ugm. Jadi mau ga mau di undur.
Nah di undur nya abis unsoed uts biar enak gitu.
Kesel kan ya, tapi gimana ya."
74,@Bobotoh_UGM @yudisupriadi_ @Monica_Alamshah Siap kakak pat kay 😋
75,"Sosiolog Universitas Gadjah Mada (UGM), Arie Sudjito menerangkan bahwa empat tahun kepemimpinan Presiden Jokowi dan Jusuf Kalla, itu terkonsolidasikan dalam program nawacita dan mampu mendorong kualitas demokrasi Indonesia.

https://t.co/KtOB7MGWTV
#RabuSatu"
76,@yudityaaa_ Mencoba berdamai kayak UGM
77,"@Bison239 @mikahakim3 @MataRakyatJaka1 @katerinaKwari @Vif081 @DullahKamari @P3nj3l4j4h Gak usah ngomong UGM bong..
Ente termasuk yg ini yaak.??
Ngowahahaha..
..
#JokowiNyataKeranya https://t.co/XiYXzG8R7Y"
78,"@nova_raditya @MarnoMbois @JogjaUpdate Di sekitaran ugm dan fak teknik uny memang banyak yg jual keranjang seperti ini . Dulu saya beli th 2016 sekitar 45k yg ukuran kecil tp bukan di bapak ini , dan kepake banget buat wadah baju kotor . Awet pula"
79,Masnya ngapain ke Jogja? Btw welcome to Jogja mas. Aku kuliah mba. Di UGM ya mas? Bukan mba. Wah kiraain UGM. Nanti2 ikut berpartisifasi kegiatan mas..
80,@tanya2rl YALLAH UGM NO 1 MERINDING HUHU APA MAMPU AKU KESANA😢😢😭😭😭😭
81,@abcdebii Damainya disaksiin rektor ugm ga
82,@mangafest_UGM Aduh tapi berat lho min
83,@hati2dimedsos @crusitaulauradk Kalo mau damain kuliah ugm :)
84,@mangafest_UGM Tugas apa min??
85,"@nova_raditya @gandhiansyari @MarnoMbois @JogjaUpdate Hallo mas, bisa sharing kira2 sekitar jam berapa bapaknya ada disitu? Dan berapa harga dagangannya?
Bisa minta ancer2 lokasinya? Krn saya kurang familiar dg daerah UGM"
86,@nova_raditya @FansRossoneri @MarnoMbois @JogjaUpdate Dulu (2007) pernah ada juga kakek - kakek tuna netra jualan keset disekitaran FK UGM.
87,@mangafest_UGM Makanan
88,"@MarnoMbois wadauuuww..
coba puter2 sekitaran kampus mar,  pernah jg liat beberapa kali bapaknya entah neduh/bermalam di pos kampling yg timur warungmakan ngudirezeky teknik UGM."
89,"Selamat untuk Junita Solin (Agronomi 2017), Stephanus Satria Wira Waskitha (Kimia 2016), Putra Makmur Boangmanalu (Kimia 2016), serta Vidiskiu Fortino Kurniawan (IUP Computer Science 2016)!

#prestasiugm #malaree #ugm #ugmyogyakarta #kawanugm https://t.co/LQadH3xlFk"
90,"Malaree, antimalaria alternatif, yang dikembangkan dari ekstrak rimpang kunyit berhasil membawa Tim UGM meraih Bronze Medal dari Malaysian Association Research Scientists di Malaysia Technology Expo 2019 pada 21-23 Februari 2019. https://t.co/PvDQJIZRPG"
91,@Bobotoh_UGM @wearepersibfans @andreasfairus_ Oh heunteu. Eta mah spesialisasi si Karni weh.
92,"Pernah lihat dulu, waktu sering pergi tongkrong keluar sekitar jam 8an malam lewat jalan UGM rasane trenyuh tenan nek lewat mesti ndelokke. Pernah juga lewat situ jam 11an malem bapak e masih di situ sambil tiduran. 😢😢😢 https://t.co/onh9RsoMJG"
93,@rlthingy Anak ugm aja deh
94,"Sudah ketemu sama bapaknya di dekat fkh UGM. mohon maaf cuma bisa bantu sedikit. Terimakasih untuk infonya mas @MarnoMbois dan mas @nova_raditya 🙏
Semoga rezeki kalian mengalir deras 🙏🙏 https://t.co/srcOx5KId3"
95,"Udah tau caranya connect dengan eduroam belum nih gais. Bagi yang belum bisa klik link https://t.co/5JjALxP4Rl
Oh iyaa, eduroam bisa terkoneksi eduroam di UNY, UGM dan UII loh https://t.co/v561QMT3F2"
96,"@daisydorp @bela_yahud @kokookrunchh @pleiadeshi ya kalo  sama semarang kan ugm deket del, cuma 3 jam. aku pun msh bingung kok"
97,"@minetwittah Pas kan, lu masup UGM, universitas goreng mie :) mie goreng for layf!!"
98,@MarnoMbois Dimana ya mas ? Ini sy di depan parkir fkh ugm kok ngga ada https://t.co/TyD3Aem4Ui
99,@claunaes @bela_yahud @kokookrunchh @pleiadeshi Padahal sama aja lumayan jauh. Tapi sedikit tertarik si sama UGM tapi nggak tau enaknya di UGM ambil apa.
100,Gedung Pusat Universitas Gadjah Mada (UGM) adalah bangunan modern pertama di Republik Indonesia. #SukaInfo
101,"Lekmin wedi ra nek liwat jembatan ugm pada saat keadaan macet trs jembatane kebak? Wedi ambruk ra. Aku kok wedi ya😂
@IniSleman @JogjaUpdate"
102,"Touring hari ini :
Kalasan - ugm (tes tevocs) - sewon - parangtritis - kalasan.
Motoran sendiri doong :"" 
Rip my boyok 😩"
103,"@daisydorp @bela_yahud @kokookrunchh @pleiadeshi hahahahhahahaha ikut. tapi cuma ugm aja ngga cabang mana2, belajarku jg gt2 aja yaa :"")"
104,"Selamat menikmati istirahat. Jangan lupa siapkan semangat untuk hadapi esok hari! 😃

#ugm #ugmyogyakarta #kawanugm https://t.co/ztnVNpHKTG"
105,"Nonton match DOTA 2 kampus UGM vs UDINUS casternya Tretan &amp; Choki gila sih... Seru plus ngakak 😂
Baru ini liat tim yang kalah di roasting ama caster nya 🤣🤣🤣"
106,"mama idh bilang yaudah boleh coba sbm, kalo lolos ugm silahkan yg sekarang dilepas. IM 😭😭😭😭😭😭😭🙏"
107,"@wiwisedelweiss Kalo ngeliat reply-an temen2 sih bapaknya jualan sekitaran kampus situ, kadang teknik uny kadang deket MM UGM. Kalo ngeliat stok keranjangnya sih kayaknya besok beliau masih jualan."
108,"[bb] yuk yg pengen cobain sabun Bamboo Charcoal, ready stock nih ada shopee, bisa COD area ugm/uny juga loh.
bisa cek thread ini 👌 https://t.co/ozBWa8TuwZ"
109,"Aloha! 🙋‍♀️
Gak kerasa udah H-4 Dentistry Open Day 2019 nih! Gimana kesiapanmu? Pastikan centang hari Minggu mu besok ya! Don't miss it 😉

See you there, future dentist!

Kindly check our official accounts at :
LINE : @kvk7392o
Ig : @dentistryopenday
Twitter : @dod_ugm https://t.co/Ay8sLSpgI2"
110,@AbasBalapradana @PartaiSocmed Pernah belajar di UGM. Serius ???
111,"If haris sleeping with keara without her consent is b aja, berarti memang pelecehan seksual sudah bener bener dianggap normal di sini. Its no surprise ketika kasus pelecehan seksual di ugm kemaren akhirnya damai huehehehehehhehehehehehhehe https://t.co/E8ULIxs5qj"
112,"@MarnoMbois bapak e kalo jualan kadang ditrotoar MM UGM (selatan jembatan mekdi putih), trotoar sebelah barat FT UNY mar, pindah2 disekitaran kampus."
113,@anyeonghasembuh @dewiitar_ @MarnoMbois Sudah aku share ke anak FH UGM. Semoga lekas dibaca.
114,@ludfiprasetyooo “Kamu tau ugm (universitas gunadarma margonda) gak??
115,@AyeayeHilda Muslim itu tabayyun bukan tebar fitnah. Subhan itu alumni Fisipol UGM. Aktivis petani bawang sejak mhs. Lha situ cuma tahu beli bawang murah. Bukan mhs UGM lg jd dimaklumi kl hy dukung fitnah tanpa confirm. Malu atuh neng jilbabnya..
116,"4ICU Rilis 10 Universitas Negeri Terbaik di Indonesia, UGM Peringkat Pertama – Tribun Jakarta https://t.co/ICs4fuAYox https://t.co/WQ5NJUsztH"
117,"🌿[Seminar Nasional Kimia UGM 2019  Come Back!!]🌿 hadir sebentar lagi dengan tema yang inovatif.. Pastikan kalian tidak ketinggalan informasinya yaa😁😎
—————————
For more information:
•Instagram : semnaskimia_19
•FB : Seminar Nasional Kimia UGM
•Line : @rux3712u (with @) https://t.co/fzYqRGadHV"
118,@AyeayeHilda Yg salah itu situ. Ndak pernah ke Brebes. Yg dituding bersandiwara alumni Fisipol UGM. Aktivis petani bawang. Kita confirm di jalur Kagama. Hasilnya valid. Situ hy via medsos TKN. Hasilnya ya bias. Muslim itu tabayyun bukan bibir yg manyun. Sayang jilbabnya.. kena virus fitnah.
119,"@perkesitraden mengenalkan Papua melalui buku berjudul ""Ku Kenalkan Papuaku"". Semasa kuliah di @UGMYogyakarta dia besama teman2nya membuat komunitas yang salah satunya bertujuan mengenalkan Papua ke masyarakat lokal #MaCe #econusa https://t.co/WmyQ8DwfaY"
120,"@HarahapChisa @radenrauf Mandiri depan kopma ugm langganan anak kos di akhir bulan, atm pojokan pecahan 20k. strategis bet tempatnya di pojokan, biar gak keliatan ambil 20k wkwkwk"
121,"Teman, apakah saat ini ada yang kebetulan ada di UGM? Jika ada, boleh tengok bapak ini masih ada di tempat atau enggak ya? 
Terimakasih sebelumnya. https://t.co/g6FOhIFY2p"
122,Liat postingan : kenapa memilih BEM UNDIP? YAKALI BAMBANK LU MILIH BEM UGM MAH GABOLEH
123,"@lidya_hp @putimentariK Ada lid, main tinder aja deket ugm 😁😁"
124,"[WORKSHOP TUNING DRUM ”]  SAVE THE DATE!!
📆 Sabtu, 2 Maret 2019
🏫 Hall Gelanggang UGM
🕑 13.00-17.00 WIB
Jangan sampai terlewatkan ya, see you

CP :
08995045686 (Icrut)
085716161430 (Airlangga) https://t.co/8kza4yVQTt"
125,"Bagi yang penasaran jangan lupa datang 
yaa 😁

Sumber: OA Line PKM Center UGM &amp; OA Lingkar Studi Sains FMIPA UGM

______________________________
Biro Estimator
Himasta FMIPA UGM

#Estimator2019
#HimastaUGM2019"
126,"proposal. Bagi yang ingin tahu, yukk ikuti sosialisasi ini pada:

📆 Kamis, 28 Februari 2019
⏲️ 17.00 - selesai
📌 S1.102 Gedung C FMIPA UGM"
127,"Haloo warga Statistikawan🤗
Ada info sosialisasi PKM nihh bagi kalian. Berikut infonya.

SOSIALISASI LIGA PKM UGM 2019

Masih bingung apa itu Liga PKM UGM, tenang aja ada sosialisasinya kok. Di sini kalian bisa tanya-tanya tentang timeline, panduan lomba, dan tata cara penulisan https://t.co/MOi9JeTzYY"
128,@yudisupriadi_ @Bobotoh_UGM @Monica_Alamshah Ngarit teruuus
129,"Lur numpang promo cc @MarnoMbois @JogjaUpdate 
Bapak ini jualan keranjang di depan kantong parkir FKH UGM. Pas saya tanya2 jawabnya agak lemes. Ternyata bapaknya dari Dlingo Bantul jalan kaki. Pulangnya kalau dagangan udah habis. Dari kemarin baru laku 1, ya aku sendiri yg beli. https://t.co/NHBTV84HxL"
130,"@rlthingy Pengen pacaran sama anak UGM, biar bisa damai terus"
131,"ternyata buntut beberapa truk gede lewat jembatan baru ugm, listrik di 2 RT deket kos mati beberapa hari karena kabelnya putus. baru hari ini PLN masang tiang baru, sehingga kabel aman. gk kebayang yg punya rumah mati listrik beberapa hari 🤦‍♂️🤦‍♂️🤦‍♂️"
132,"Dik, belajar yg bener supaya masuk ugm, tapi yang cewe gimana ya 😱"
133,@hinodelpa @radenrauf Atm bni ugm juga adaa
134,UGM Dorong Lahirnya Social Entrepreneur Baru https://t.co/00MmZhUjiA
135,"[bb] yuk yg pengen cobain sabun Bamboo Charcoal, ready stock nih ada shopee, bisa COD area ugm/uny juga loh
bisa cek thread di bawah inii 😊😊 https://t.co/ozBWa8TuwZ"
136,@rlthingy Di ugm coba nder. Btw semangat sender❤️❤️❤️❤️
137,"Lagu Puisi ""Senandung Kata #1""

Rabu 27 Februari 2019 | 19:30WIB

Tempat:
Bentara Budaya Yogyakarta
Jl. Suroto No.2 Kotabaru
Yogyakarta.
.
~Komunitas Ramu Rima UGM
~Komunitas Sastra Seninan
~Kelompok Akar Renjana Yogyakarta
.
#jogja #jogjaseni #jogjaeven… https://t.co/v6H3Obwrb9 https://t.co/gxkxIfTG92"
138,"Acara akan diadakan di Ruang Seminar, PSK, UGM. pada hari Kamis, 28 Februari 2019 pukul 13.00 WIB-selesai.
GRATIS! https://t.co/8YriMwZoT7"
139,"salam budaya!
Pusat Studi Kebudayaan UGM mengundang rekan-rekan semua untuk hadir dalam acara Sekolah Paradigma Tradisi Jawa yang bertema Sejarah Menurut Orang Jawa"
140,@Bobotoh_UGM Jadi pingin cepet cepet kesana😊
141,@palestin_taral Sing ugm/ui iku a
142,@Bobotoh_UGM Wkwkwk apa si semesta semesta 😋😋
143,"Insinyur Pertanian Kok Gak Tau HGU ??
Universitas Ternama Kok Gak Tau Beda nya UPLOAD Dan DOWNLOAD ?? Ini Lulusan UGM Atau UGD 🙊"
144,"[UNIT BERKUDA UGM NEWS]

Kemarin (23-24 Februari 2019), Unit Berkuda UGM telah mengadakan Malam Keakraban guna mempererat hubungan antar-anggota dan meningkatkan semangat teamwork yang lebih baik bertempat di Madonna Villa, Kaliurang. https://t.co/EDSfubTUIC"
145,"@hayundaragil UGM. Utara nya KFC dan Mirota kampus. 
BNI besar."
146,"4ICU Rilis 10 Universitas Negeri Terbaik di Indonesia, UGM Peringkat Pertama https://t.co/TLCfUYQTpq lewat @Tribun_Jakarta"
147,"TWITTER ON FEBRUARY 2019

Hot Kata:
- Pap tt
- KNTL RUUP

Viral:
- Unboxing Scoopy

Tubir:
- ""Sekolah jgn tinggi2, nanti dikit cowok yg mau""

Drama:
- PAP TT
- KP TINDER
- Selebtwit hampir 400k

Topik :
- Kasus UGM Damai
- RUU Permusikan

Silakan ditambahkan jika ada yang kelewat https://t.co/muIR9nQDeA"
148,"Sob, dlm kunjungan ke  @UGMYogyakarta (22/2), Menperin @airlangga_hrt meresmikan laboratorium AI milik Fakultas Teknik UGM nih

Dlm acara tsb jg dilakukan penyerahan bantuan peralatan laboratorium dari Toyota berupa Lean Production System &amp; Lean Manufacturing

Wah, keren ya sob! https://t.co/dZAiUbj511"
149,"Kunjungan dari tim data summit UGM di kampungkbkencanasari Desa Candisari Banyuurip. (27/02)
#kampungkb 
#desacandisari 
#kecamatanbanyuurip 
#purworejo 
#BanyuuripUpdate 
#purworejomulyo https://t.co/lLboFR61QW"
150,"@bawaslu_RI @KPU_ID @univ_indonesia @ipbofficial @itbofficial @UGMYogyakarta @unairlangga @Puspen_TNI @DivHumas_Polri @mohmahfudmd @Yusrilihza_Mhd @hnurwahid @OpiniDin @saidaqil Tentukan Topik2  MEMBUMI SESUNGGUH2NYA DIBUTUHKAN NKRI&amp;Rakyat Banyak e.g. Pangan, Enerji, Jmlh Parpol https://t.co/J2Pz4YP9tw"
151,Batagor Sempurna dekat UGM emang paling enak! Kumpul bareng temen-temen juga seru! https://t.co/ncoCIVMyIU
152,"#trubusmania Pengamat Ekonomi UGM Menilai, Tak Banyak Masyarakat yang Peduli Energi Bersih #trubusid https://t.co/nMDaIgRzXT"
